Kód	Název	Id	Id nadřízené
45255700-6  	Výstavba zařízení na zplyňování uhlí 	9389	14854
45255800-7  	Výstavba zařízení na výrobu plynu	9390	14854
45259000-7  	Opravy a údržba zařízení 	9391	14805
45259100-8  	Opravy a údržba čistíren odpadních vod 	9392	9391
45259200-9  	Opravy a údržba čisticích stanic 	9393	9391
45259300-0  	Opravy a údržba tepláren 	9394	9391
45259900-6  	Modernizace zařízení 	9395	9391
45260000-7  	Střešní práce a jiné specializované stavební práce 	9396	13577
45261000-4  	Stavba střešních konstrukcí a pokládka střešních krytin a pomocné práce	9397	9396
45261100-5  	Stavba střešních konstrukcí	9398	9397
45261200-6  	Pokládka střešních krytin a nátěry střech	9399	9397
45261210-9  	Pokládka střešních krytin	9400	9399
45261211-6  	Pokládka střešních tašek 	9401	9400
45261212-3  	Pokládka střešní břidlice	9402	9400
45261213-0  	Pokládka kovových střešních krytin 	9403	9400
45261214-7  	Pokládka živičných střešních krytin	9404	9400
45261215-4  	Pokládka střešní krytiny ze solárních panelů 	9405	9400
45261220-2  	Nátěry střech a jiné nátěrové práce	9406	9399
45261221-9  	Nátěry střech	9407	9406
45261222-6  	Nátěry cementových střech	9408	9406
45261300-7  	Klempířské práce a montáž okapových žlabů	9409	9397
45261310-0  	Klempířské práce 	9410	9409
45261320-3  	Instalace a montáž okapových žlabů 	9411	9409
45261400-8  	Obkladové práce	9412	9397
45261410-1  	Tepelná izolace střech 	9413	9412
45261420-4  	Izolace proti vodě 	9414	9412
45261900-3  	Opravy a údržba střech 	9415	9397
45261910-6  	Opravy střech	9416	9415
45261920-9  	Údržba střech	9417	9415
45262000-1  	Speciální řemeslné stavební práce kromě střešních prací	9418	9396
45262100-2  	Lešenářské práce 	9419	9418
45262110-5  	Demontáž lešení	9420	9419
45262120-8  	Instalace a montáž lešení	9421	9419
45262200-3  	Zakládací práce a vrtání studní	9422	9418
45262210-6  	Zakládací práce	9423	9422
45262211-3  	Beranění pilot 	9424	9423
45262212-0  	Bednění základů	9425	9423
45262213-7  	Technologie těsnicích stěn 	9426	9423
45262220-9  	Vrtání studní	9427	9422
45262300-4  	Betonářské práce 	9428	9418
45262310-7  	Železobetonářské práce 	9429	9428
45262311-4  	Betonářské stavební práce	9430	9429
45262320-0  	Pokládání vyrovnávacího potěru 	9431	9428
45262321-7  	Pokládání vyrovnávacího potěru na podlahy	9432	9431
45262330-3  	Betonářské opravy	9433	9428
45262340-6  	Injektážní práce 	9434	9428
45262350-9  	Práce s nevyztuženým betonem 	9435	9428
45262360-2  	Cementování	9436	9428
45262370-5  	Betonové pláště	9437	9428
45262400-5  	Instalace a montáž ocelových konstrukcí	9438	9418
45262410-8  	Instalace a montáž ocelových konstrukcí pro budovy 	9439	9438
45262420-1  	Instalace a montáž ocelových konstrukcí pro stavby 	9440	9438
45262421-8  	Práce na pobřežních kotvištích 	9441	9440
45262422-5  	Podmořské vrtné práce	9442	9440
45262423-2  	Instalace a montáž plošin	9443	9440
45262424-9  	Instalace a montáž pobřežních modulů 	9444	9440
45262425-6  	Instalace a montáž ocelových konstrukcí těžebních plošin 	9445	9440
45262426-3  	Instalace a montáž pilot 	9446	9440
45262500-6  	Kamenické a zednické práce 	9447	9418
45262510-9  	Kamenické práce	9448	9447
45262511-6  	Kamenořezba	9449	9448
45262512-3  	Přesná kamenořezba 	9450	9448
45262520-2  	Zednické práce 	9451	9447
45262521-9  	Fasády 	9452	9451
45262522-6  	Zdění	9453	9451
45262600-7  	Různé specializované stavební práce	9454	9418
45262610-0  	Průmyslové komíny	9455	9454
45262620-3  	Nosné zdi	9456	9454
45262630-6  	Výstavba pecí	9457	9454
45262640-9  	Práce na zlepšování životního prostředí	9458	9454
45262650-2  	Obvodové konstrukce	9459	9454
45262660-5  	Odstraňování azbestu 	9460	9454
45262670-8  	Obrábění kovů	9461	9454
45262680-1  	Svařování	9462	9454
45262690-4  	Modernizace zchátralých budov	9463	9454
45262700-8  	Úpravy budov 	9464	9418
45262710-1  	Údržba fresek	9465	9464
45262800-9  	Dostavba budov 	9466	9418
45262900-0  	Práce na balkonech 	9467	9418
45300000-0  	Stavební montážní práce	9468	11831
45310000-3  	Elektroinstalační práce	10472	9468
45311000-0  	Instalace a montáž elektrických rozvodů a zařízení 	10552	10472
45311100-1  	Instalace a montáž elektrických rozvodů	10553	10552
45311200-2  	Instalace a montáž elektrických zařízení 	10554	10552
45312000-7  	Instalace a montáž poplachových systémů a antén	10555	10472
45312100-8  	Instalace a montáž požárních systémů 	10556	10555
45312200-9  	Instalace a montáž systémů na ochranu před krádeží 	10557	10555
45312300-0  	Instalace a montáž antén 	10558	10555
45312310-3  	Ochrana před zásahem blesku	10559	10558
45312311-0  	Instalace a montáž bleskosvodů 	10560	10559
45312320-6  	Instalace a montáž televizních antén 	10561	10558
45312330-9  	Instalace a montáž rozhlasových antén	10562	10558
45313000-4  	Instalace a montáž výtahů a eskalátorů 	10563	10472
45313100-5  	Instalace a montáž výtahů	10564	10563
45313200-6  	Instalace a montáž eskalátorů	10565	10563
45313210-9  	Instalace a montáž pohyblivých chodníků	10566	10565
45314000-1  	Instalace a montáž telekomunikačního zařízení	10567	10472
45314100-2  	Instalace a montáž telefonních ústředen	10568	10567
45314120-8  	Instalace a montáž rozvodných desek	10569	10568
45314200-3  	Instalace a montáž telefonních linek 	10570	10567
45314300-4  	Instalace a montáž kabelové infrastruktury 	10571	10567
45314310-7  	Pokládka kabelů	10572	10571
45314320-0  	Instalace a montáž počítačové kabeláže 	10573	10571
45315000-8  	Elektroinstalační práce pro vytápění budov a montáž jiných elektrická zařízení 	10574	10472
45315100-9  	Instalace a montáž elektrotechnického zařízení 	10575	10574
45315200-0  	Instalace a montáž turbín a související práce	10576	10574
45315300-1  	Instalace a montáž přívodu proudu	10577	10574
45315400-2  	Instalace a montáž zařízení vysokého napětí	10578	10574
45315500-3  	Instalace a montáž zařízení středního napětí 	10579	10574
45315600-4  	Instalace a montáž zařízení nízkého napětí 	10580	10574
45315700-5  	Instalace a montáž rozvoden	10581	10574
45316000-5  	Instalace a montáž osvětlovacích a signalizačních systémů	10582	10472
45316100-6  	Instalace a montáž zařízení pro venkovní osvětlení 	10583	10582
45316110-9  	Instalace a montáž zařízení pro osvětlení silnic 	10584	10583
45316200-7  	Instalace a montáž signalizačního zařízení 	10585	10582
45316210-0  	Instalace a montáž zařízení pro sledování dopravy	10586	10585
45316211-7  	Instalace a montáž světelných dopravních značek	10587	10586
45316212-4  	Instalace a montáž dopravních semaforů 	10588	10586
45316213-1  	Instalace a montáž zařízení pro řízení provozu 	10589	10586
45316220-3  	Instalace a montáž signalizačního zařízení pro letiště 	10590	10585
45316230-6  	Instalace a montáž signalizačního zařízení pro přístavy	10591	10585
45317000-2  	Jiné elektroinstalační práce 	10592	10472
45317100-3  	Elektroinstalační práce pro čerpací zařízení 	10593	10592
45317200-4  	Elektroinstalační práce pro transformátory 	10594	10592
45317300-5  	Elektroinstalace přístrojů pro distribuci elektřiny	10595	10592
45317400-6  	Elektroinstalace filtračních zařízení	10596	10592
45320000-6  	Izolační práce 	10597	9468
45321000-3  	Tepelné izolace	10598	10597
45323000-7  	Zvukové izolace	10599	10597
45324000-4  	Práce se sádrokartonem 	10600	10597
45330000-9  	Instalatérské a sanitární práce	10601	9468
45331000-6  	Instalace a montáž topení, větrání a klimatizace 	10602	10601
45331100-7  	Instalace a montáž ústředního topení 	10603	10602
45331110-0  	Instalace a montáž kotlů 	10604	10603
45331200-8  	Instalace a montáž větrání a klimatizace 	10605	10602
45331210-1  	Instalace a montáž větrání 	10606	10605
45331211-8  	Instalace a montáž venkovního větrání	10607	10606
45331220-4  	Instalace a montáž klimatizace 	10608	10605
45331221-1  	Částečná montáž klimatizace	10609	10608
45331230-7  	Instalace a montáž chladících zařízení 	10610	10605
45331231-4  	Instalace a montáž mrazicích zařízení	10611	10610
45332000-3  	Instalace a montáž vodovodních a odpadních rozvodů 	10612	10601
45332200-5  	Instalace a montáž vodovodních rozvodů 	10613	10612
45332300-6  	Instalace a montáž odpadních rozvodů 	10614	10612
45332400-7  	Instalace a montáž sanitárního zařízení	10615	10612
45333000-0  	Instalace a montáž plynového zařízení	10616	10601
45333100-1  	Instalace a montáž plynových regulátorů	10617	10616
45333200-2  	Instalace a montáž plynoměrů 	10618	10616
45340000-2  	Instalace a montáž oplocení, zábradlí a bezpečnostních zařízení	10619	9468
45341000-9  	Instalace a montáž zábradlí	10620	10619
45342000-6  	Instalace a montáž oplocení	10621	10619
45343000-3  	Instalace a montáž zařízení požární ochrany	10622	10619
45343100-4  	Ohnivzdorné úpravy 	10623	10622
45343200-5  	Instalace a montáž zařízení na hašení požárů 	10624	10622
45343210-8  	Instalace a montáž CO2 zařízení na hašení požárů 	10625	10624
45343220-1  	Instalace a montáž hasicích přístrojů	10626	10624
45343230-4  	Instalace a montáž rozstřikovacích systémů 	11695	10624
45350000-5  	Mechanická zařízení	12020	9468
45351000-2  	Instalace a montáž technického zařízení budovy 	12021	12020
45400000-1  	Práce při dokončování budov	12022	11831
45410000-4  	Omítací práce	12023	12022
45420000-7  	Stavební zámečnictví a stavební truhlářské práce 	12024	12022
45421000-4  	Stavební zámečnictví 	12025	12024
45421100-5  	Instalace a montáž dveří a oken a souvisejících výrobků	12026	12025
45421110-8  	Instalace a montáž dveřních a okenních rámů	12027	12026
45421111-5  	Instalace dveřních rámů	12028	12027
45421112-2  	Instalace okenních rámů	12029	12027
45421120-1  	Instalace prahů	12030	12026
45421130-4  	Instalace dveří a oken 	12031	12026
45421131-1  	Instalace dveří	12032	12031
45421132-8  	Instalace oken 	12033	12031
45421140-7  	Instalace a montáž kovových truhlářských výrobků kromě dveří a oken	12034	12026
45421141-4  	Instalace a montáž příček	12035	12034
45421142-1  	Instalace a montáž okenic	12036	12034
45421143-8  	Instalace a montáž žaluzií 	12037	12034
45421144-5  	Instalace a montáž markýz	12038	12034
45421145-2  	Instalace a montáž okenních rolet	12039	12034
45421146-9  	Instalace a montáž zavěšených podhledů 	12040	12034
45421147-6  	Instalace a montáž mříží 	12041	12034
45421148-3  	Instalace a montáž vrat	12042	12034
45421150-0  	Instalace a montáž nekovových truhlářských předmětů	12043	12026
45421151-7  	Instalace a montáž vybavených kuchyní	12044	12043
45421152-4  	Instalace a montáž přepážek	12045	12043
45421153-1  	Instalace a montáž vestavěného nábytku 	12046	12043
45421160-3  	Instalace a montáž kování	12047	12026
45422000-1  	Tesařské práce 	12048	12024
45422100-2  	Dřevěné konstrukce 	12049	12048
45430000-0  	Pokládání podlahových krytin a obkládání stěn	12050	12022
45431000-7  	Obkladačské práce	12051	12050
45431100-8  	Pokládka podlahových dlaždic 	12052	12051
45431200-9  	Obklady stěn 	12053	12051
45432000-4  	Pokládka podlah a podlahových krytin, obklady stěn a tapetování stěn 	12054	12050
45432100-5  	Pokládka podlah a podlahových krytin 	12055	12054
45432110-8  	Pokládka podlah	12056	12055
45432111-5  	Pokládka poddajných podlahových krytin 	12057	12056
45432112-2  	Pokládka dlažby	12058	12056
45432113-9  	Pokládka parket	12059	12056
45432114-6  	Pokládka dřevěných podlah	12060	12056
45432120-1  	Pokládka dvojitých podlah	12061	12055
45432121-8  	Počítačové podlahy 	12062	12061
45432130-4  	Pokládka podlahových krytin	12063	12055
45432200-6  	Obklady a tapetování stěn	12064	12054
45432210-9  	Obkládání stěn 	12065	12064
45432220-2  	Tapetování stěn	12066	12064
45440000-3  	Sklenářské, malířské a natěračské práce	12067	12022
45441000-0  	Sklenářské práce 	12068	12067
45442000-7  	Aplikace ochranných nátěrů 	12069	12067
45442100-8  	Malířské práce 	12070	12069
45442110-1  	Nátěry budov 	12071	12070
45442120-4  	Nátěry a ochranné nátěry staveb	12072	12070
45442121-1  	Nátěry staveb	12073	12072
45442180-2  	Obnova nátěrů	12074	12070
45442190-5  	Odstraňování nátěrů	12075	12070
45442200-9  	Aplikace antikorozních nátěrů	12076	12069
45442210-2  	Galvanizace	12077	12076
45442300-0  	Práce spojené s ochranou povrchu 	12078	12069
45443000-4  	Práce na fasádách	12079	12067
45450000-6  	Ostatní dokončovací stavební činnosti	12080	12022
45451000-3  	Dekorační práce	12081	12080
45451100-4  	Instalace a montáž dekorativních předmětů	12082	12081
45451200-5  	Obklady	12083	12081
45451300-6  	Vnitřní zahrady	12084	12081
45452000-0  	Vnější úklidové práce	12085	12080
45452100-1  	Čištění exteriéru budov tryskáním	12086	12085
45453000-7  	Opravy a modernizace budov 	12087	12080
45453100-8  	Modernizace budov	12088	12087
45454000-4  	Přestavba budov	12089	12080
45454100-5  	Rekonstrukce budov 	12090	12089
45500000-2  	Pronájem stavebních a demoličních strojů a zařízení s obsluhou 	12091	11831
45510000-5  	Pronájem jeřábů s obsluhou 	12092	12091
45520000-8  	Pronájem zařízení na zemní práce s obsluhou	12093	12091
48000000-8  	Balíky programů a informační systémy 	12094	0
48100000-9  	Balík programů určený pro specifické odvětví 	12095	12094
48110000-2  	Balík programů pro prodejní místa (POS)	12096	12095
48120000-5  	Balík programů pro řízení letu 	12097	12095
48121000-2  	Balík programů pro řízení leteckého provozu	12098	12097
48130000-8  	Balík programů pro pozemní podporu a zkoušky v letectví	12099	12095
48131000-5  	Balík programů pro pozemní podporu v letectví	12100	12099
48132000-2  	Balík programů pro zkoušky v letectví	12101	12099
48140000-1  	Balík programů pro řízení železniční dopravy 	12102	12095
48150000-4  	Balík programů pro řízení v průmyslových odvětvích 	12945	12095
48151000-1  	Počítačové řídící systémy	14447	12945
48160000-7  	Balíky programů pro knihovny 	14448	12095
48161000-4  	Systémy pro správu knihoven	14449	14448
48170000-0  	Balík programů pro dosažení souladu	14450	12095
48180000-3  	Balík programů pro zdravotnictví 	14451	12095
48190000-6  	Balík programů pro oblast vzdělávání 	14452	12095
48200000-0  	Balíky programů pro výstavbu sítí, internet a intranet 	14453	12094
48210000-3  	Balík programů pro výstavbu sítí 	14454	14453
48211000-0  	Balík programů pro vzájemné propojování počítačových platforem 	14455	14454
48212000-7  	Balík programů pro optický jukebox server	14456	14454
48213000-4  	Balík programů pro vylepšení operačního systému	14457	14454
48214000-1  	Balík programů pro síťové operační systémy 	14458	14454
48215000-8  	Balík programů pro tvůrce sítí 	14459	14454
48216000-5  	Balík programů pro terminálovou emulaci síťové konektivity 	14460	14454
48217000-2  	Balík programů pro provádění transakcí 	14461	14454
48217100-3  	Balík transakčních programů pro sálové počítače	14462	14461
48217200-4  	Balík transakčních programů pro minipočítače 	14463	14461
48217300-5  	Balík transakčních programů pro mikropočítače	14464	14461
48218000-9  	Balík programů pro správu licencí	14465	14454
48219000-6  	Různé balíky programů pro výstavbu sítí	14466	14454
48219100-7  	Balík programů pro gateway (brány) 	14467	14466
48219200-8  	Balík programů pro CD server 	14468	14466
48219300-9  	Balík programů pro administrativu	14469	14466
48219400-0  	Balík programů pro transakční servery	14470	14466
48219500-1  	Balík programů pro přepínače a routery 	14471	14466
48219600-2  	Balík programů pro multiplexery	14472	14466
48219700-3  	Balík programů pro komunikační servery 	14473	14466
48219800-4  	Balík programů pro bridge (mosty)	14474	14466
48220000-6  	Balíky programů pro internet a intranet	14475	14453
48221000-3  	Balík programů pro prohlížení internetových stránek	14476	14475
48222000-0  	Balík programů pro webové servery	14477	14475
48223000-7  	Balík programů pro elektronickou poštu 	14478	14475
48224000-4  	Balík programů pro editaci webových stránek	14479	14475
48300000-1  	Balík programů pro tvorbu dokumentů, kreslení, tvorbu obrázků, plánování a produktivitu	14480	12094
48310000-4  	Balík programů pro tvorbu dokumentů	14481	14480
48311000-1  	Balík programů pro správu dokumentů	14482	14481
48311100-2  	Systémy pro správu dokumentů 	14483	14482
48312000-8  	Balík programů pro elektronické publikování	14484	14481
48313000-5  	Balík programů pro optické rozpoznávání znaků (OCR)	14485	14481
48313100-6  	Optické čtecí systémy	14486	14485
48314000-2  	Balík programů pro rozpoznávání hlasu	14487	14481
48315000-9  	Balík programů pro stolní typografii 	14488	14481
48316000-6  	Balík programů pro tvorbu prezentací 	14489	14481
48317000-3  	Balík programů pro zpracování textů	14490	14481
48318000-0  	Balík programů pro skenery 	14491	14481
48319000-7  	Programy pro kontrolu pravopisu	14492	14481
48320000-7  	Balík programů pro kreslení a tvorbu obrázků 	14493	14480
48321000-4  	Balík programů pro počítačovou projekci (CAD)	14494	14493
48321100-5  	Systém CAD (počítačová projekce) 	14495	14494
48322000-1  	Balík grafických programů	14496	14493
48323000-8  	Balík programů pro CAM (počítačově podporovaná výroba) 	14497	14493
48324000-5  	Balík programů pro tvorbu grafů	14498	14493
48325000-2  	Balík programů pro vytváření formulářů 	14499	14493
48326000-9  	Balík programů pro tvorbu map	14500	14493
48326100-0  	Digitální mapovací systémy 	14501	14500
48327000-6  	Balík programů pro kreslení a malování 	14502	14493
48328000-3  	Balík programů pro zpracování obrazu 	14503	14493
48329000-0  	Zobrazovací a archivační systémy 	14504	14493
48330000-0  	Balík programů pro plánování a produktivit 	14505	14480
48331000-7  	Balík programů pro management projektů 	14506	14505
48332000-4  	Balík programů pro plánování 	14507	14505
48333000-1  	Balík programů pro správu kontaktů 	14508	14505
48400000-2  	Balík programů pro obchodní transakce a soukromé podnikání 	14509	12094
48410000-5  	Balík programů pro správu investic a plánování daní	14510	14509
48411000-2  	Balík programů pro správu investic 	14511	14510
48412000-9  	Balík programů pro plánování daní	14512	14510
48420000-8  	Balík programů pro správu zařízení a sada balíků programů	14513	14509
48421000-5  	Balík programů pro správu zařízení 	14514	14513
48422000-2  	Sady balíků programů 	14515	14513
48430000-1  	Balík programů pro správu inventárních soupisů 	14516	14509
48440000-4  	Balík programů pro finanční analýzu a účetnictví 	14517	14509
48441000-1  	Balík programů pro finanční analýzu	14518	14517
48442000-8  	Balík programů pro finanční systémy	14519	14517
48443000-5  	Balík programů pro účetnictví	10706	14517
48444000-2  	Účetní systémy 	10707	14517
48444100-3  	Fakturační systémy 	9114	10707
48445000-9  	Balík programů pro řízení vztahů se zákazníky	9469	14517
48450000-7  	Balík programů pro měření a zúčtování pracovní doby a lidských zdrojů	9470	14509
48451000-4  	Balík programů pro plánování podnikových zdrojů	9471	9470
48460000-0  	Balík programů pro analýzu, vědu, matematiku a prognózy	9472	14509
48461000-7  	Balík programů pro analýzu a vědu	9473	9472
48462000-4  	Balík programů pro matematiku a prognózy 	9474	9472
48463000-1  	Balík programů pro statistiku	9475	9472
48470000-3  	Balík programů pro aukce 	9476	14509
48480000-6  	Balík programů pro prodej, marketing a business intelligence (analýza, plánování a rozhodování podniků)	9477	14509
48481000-3  	Balík programů pro prodej a marketing	9478	9477
48482000-0  	Balík programů pro business intelligence 	9479	9477
48490000-9  	Balík programů pro zadávání veřejných zakázek	9480	14509
48500000-3  	Balík programů pro komunikace a multimédia 	9481	12094
48510000-6  	Balík programů pro komunikaci	9482	9481
48511000-3  	Balík programů pro stolní komunikační zařízení 	9483	9482
48512000-0  	Balík programů pro interaktivní hlasovou odezvu (IVR)	9484	9482
48513000-7  	Balík programů pro modemy	9485	9482
48514000-4  	Balík programů pro vzdálený přístup	9486	9482
48515000-1  	Balík programů pro videokonference 	9487	9482
48516000-8  	Balík programů pro výměnné systémy 	9488	9482
48517000-5  	Balík programů pro IT	9489	9482
48518000-2  	Balík emulačních programů	9490	9482
48519000-9  	Balík programů pro správu pamětí 	9491	9482
48520000-9  	Balík multimediálních programů 	9492	9481
48521000-6  	Balík hudebních programů a programů pro editaci zvuku	9493	9492
48522000-3  	Balík programů pro virtuální klávesnici	9494	9492
48600000-4  	Balík databázových a operačních programů 	9495	12094
48610000-7  	Databázové systémy 	9496	9495
48611000-4  	Balík databázových programů	9497	9496
48612000-1  	Systémy pro správu databází	9498	9496
48613000-8  	Elektronická správa dat (EDM)	9499	9496
48614000-5  	Systémy k pořizování dat 	9500	9496
48620000-0  	Operační systémy 	9501	9495
48621000-7  	Balík programů pro operační systémy hlavního počítače	9502	9501
48622000-4  	Balík programů pro operační systém minipočítače	9503	9501
48623000-1  	Balík programů pro operační systém mikropočítače 	9504	9501
48624000-8  	Balík programů pro operační systém osobního počítače (PC)	9505	9501
48625000-5  	Operační systémy pro otevřené systémy	9506	9501
48626000-2  	Balík programů pro klastrování 	9507	9501
48627000-9  	Balík programů pro operační systémy pracující v reálném čase 	9508	9501
48628000-9  	Mikrokanálová architektura 	9509	9501
48700000-5  	Nástroje pro balíky programů 	9510	12094
48710000-8  	Balík programů pro zálohování a obnovu dat 	9511	9510
48720000-1  	Balík programů pro tvorbu čárových kódů	9512	9510
48730000-4  	Balík programů pro zabezpečení 	9513	9510
48731000-1  	Balík programů pro zabezpečení souborů 	9514	9513
48732000-8  	Balík programů pro zabezpečení dat 	9515	9513
48740000-7  	Balík programů pro cizojazyčný překlad 	9516	9510
48750000-0  	Balík programů pro ukládání na archivační média	9517	9510
48760000-3  	Balík programů pro ochranu před viry 	9518	9510
48761000-0  	Balík antivirových programů	9519	9518
48770000-6  	Balík univerzálních obslužných programů a programů pro kompresi dat a tisk 	9520	9510
48771000-3  	Balík univerzálních obslužných programů	9521	9520
48772000-0  	Nástroje pro kompresi dat	9522	9520
48773000-7  	Balík univerzálních obslužných programů pro tisk 	9523	9520
48773100-8  	Balík programů pro souběžný tisk 	9524	9523
48780000-9  	Balík programů pro správu systému, ukládání a obsahu 	9525	9510
48781000-6  	Balík programů pro správu systému	9526	9525
48782000-3  	Balík programů pro správu ukládání 	9527	9525
48783000-0  	Balík programů pro správu obsahu 	9528	9525
48790000-2  	Balík programů pro kontrolu verzí	9529	9510
48800000-6  	Informační systémy a servery 	9530	12094
48810000-9  	Informační systémy 	9531	9530
48811000-6  	Systémy pro elektronickou poštu	9532	9531
48812000-3  	Finanční informační systémy	9533	9531
48813000-0  	Informační systémy pro cestující 	9534	9531
48813100-1  	Elektronické vývěsky 	9535	9534
48813200-2  	Systémy s aktuálními informacemi pro cestující 	9536	9534
48814000-7  	Zdravotnické informační systémy	9537	9531
48814100-8  	Informační systémy pro zdravotní sestry	9538	9537
48814200-9  	Systémy pro administrativu týkající se pacientů	9539	9537
48814300-0  	Systémy pro správu divadel 	9540	9537
48814400-1  	Klinické informační systémy	9541	9537
48814500-2  	Systémy casemix pro zdravotnictví	9542	9537
48820000-2  	Servery	9543	9530
48821000-9  	Síťové servery 	9544	9543
48822000-6  	Počítačové servery 	10473	9543
48823000-3  	Souborové servery	10627	9543
48824000-0  	Obsluhy tisku	10628	9543
48825000-7  	Webové servery 	10629	9543
48900000-7  	Různé balíky programů a počítačové systémy 	10630	12094
48910000-0  	Balík programů pro počítačové hry, hry pro celou rodinu a spořiče obrazovky	10631	10630
48911000-7  	Balík programů pro počítačové hry	10632	10631
48912000-4  	Hry pro celou rodinu 	10633	10631
48913000-1  	Spořiče obrazovek	10634	10631
48920000-3  	Kancelářský automatizační balík programů 	10635	10630
48921000-0  	Automatické systémy	10636	10635
48930000-6  	Balík školicích a zábavních programů 	10637	10630
48931000-3  	Balík školicích programů 	10638	10637
48932000-0  	Balík zábavních programů 	10639	10637
48940000-9  	Balík programů pro tvorbu vzorů a kalendářů	10640	10630
48941000-6  	Balík programů pro tvorbu vzorů	10641	10640
48942000-3  	Balík programů pro tvorbu kalendářů	10642	10640
48950000-2  	Systémy pro lokalizaci plavidel a systémy pro veřejný rozhlas	10643	10630
48951000-9  	Systémy pro lokalizaci plavidel	10644	10643
48952000-6  	Systémy pro veřejný rozhlas	10645	10643
48960000-5  	Balík programů pro ovladače a systém 	10646	10630
48961000-2  	Ovladače pro ethernet	10647	10646
48962000-9  	Ovladače grafických karet	10648	10646
48970000-8  	Balík programů pro tiskárny	10649	10630
48971000-5  	Balík programů pro tvorbu adresářů 	10650	10649
48972000-2  	Balík štítkovacích programů	10651	10649
48980000-1  	Programovací jazyky a nástroje 	10652	10630
48981000-8  	Balík kompilačních programů	10653	10652
48982000-5  	Balík programů pro správu konfigurace	10654	10652
48983000-2  	Balík vývojářských programů	10655	10652
48984000-9  	Nástroje pro grafické uživatelské rozhraní (GUI) 	10656	10652
48985000-6  	Programovací jazyky	10657	10652
48986000-3  	Balík programů pro testování programů	10658	10652
48987000-0  	Balík programů pro odstraňování chyb 	10659	10652
48990000-4  	Balík programů pro tabulkové procesory a doplňky 	10660	10630
48991000-1  	Balík programů pro tabulkové procesory 	10661	10660
50000000-5  	Opravy a údržba	10662	0
50100000-6  	Opravy a údržba vozidel a příslušenství k nim a související služby 	10663	10662
50110000-9  	Opravy a údržba motorových vozidel a příslušenství k nim 	10664	10663
50111000-6  	Řízení vozového parku, opravy a údržba 	10665	10664
50111100-7  	Řízení vozového parku	10666	10665
50111110-0  	Služby spojené s vybavováním vozového parku	10667	10666
50112000-3  	Opravy a údržba automobilů 	10668	10664
50112100-4  	Opravy automobilů	10669	10668
50112110-7  	Opravy karosérií vozidel 	10670	10669
50112111-4  	Opravy karosérií 	10671	10670
50112120-0  	Výměny skel automobilů 	10672	10669
50112200-5  	Údržba a péče o automobily 	10673	10668
50112300-6  	Mytí automobilů a podobné služby 	10674	10668
50113000-0  	Opravy a údržba autobusů 	10675	10664
50113100-1  	Opravy autobusů	10676	10675
50113200-2  	Údržba autobusů	10677	10675
50114000-7  	Opravy a údržba nákladních automobilů	10678	10664
50114100-8  	Opravy nákladních automobilů 	10679	10678
50114200-9  	Údržba nákladních automobilů 	10680	10678
50115000-4  	Opravy a údržba motocyklů	10681	10664
50115100-5  	Opravy motocyklů 	10682	10681
50115200-6  	Údržba motocyklů 	10683	10681
50116000-1  	Opravy a údržba jednotlivých částí vozidel 	10684	10664
50116100-2  	Opravy elektroinstalací	10685	10684
50116200-3  	Opravy a údržba automobilových brzd a brzdových součástek	10686	10684
50116300-4  	Opravy a údržba převodových skříní 	10687	10684
50116400-5  	Opravy a údržba pohonných jednotek vozidel 	10688	10684
50116500-6  	Opravy pneumatik, vč instalace a montáže a vyvažování	10689	10684
50116510-9  	Protektorování pneumatik 	10690	10689
50116600-7  	Opravy a údržba startérů a spouštěčů motoru	10691	10684
50117000-8  	Přebudování a generální opravy vozidel 	10692	10664
50117100-9  	Přebudování motorových vozidel 	10693	10692
50117200-0  	Přebudování sanitních automobilů 	10694	10692
50117300-1  	Generální opravy vozidel 	10695	10692
50118000-5  	Automobilové silniční havarijní služby 	10696	10664
50118100-6  	Poruchové a nehodové služby pro automobily 	10697	10696
50118110-9  	Odtahování vozidel 	10698	10697
50118200-7  	Poruchové a odtahové služby pro užitková vozidla 	10699	10696
50118300-8  	Poruchové a odtahové služby pro autobusy 	10700	10696
50118400-9  	Poruchové a odtahové služby pro motorová vozidla 	10701	10696
50118500-0  	Poruchové a odtahové služby pro motocykly	10702	10696
50190000-3  	Vyřazení a likvidace vozidel 	10703	10663
50200000-7  	Opravy a údržba letadel, železničního a silničního vozového parku a lodí a související služby	10704	10662
50210000-0  	Opravy, údržba a související služby týkající se letadel a dalšího zařízení 	10705	10704
50211000-7  	Opravy a údržba letadel	11696	10705
50211100-8  	Údržba letadel 	12182	11696
50211200-9  	Opravy letadel 	12183	11696
50211210-2  	Opravy a údržba leteckých motorů 	12184	12183
50211211-9  	Údržba leteckých motorů	12185	12184
50211212-6  	Opravy leteckých motorů	12186	12184
50211300-0  	Generální opravy letadel 	12187	11696
50211310-3  	Generální opravy leteckých motorů	12188	12187
50212000-4  	Opravy a údržba vrtulníků	12189	10705
50220000-3  	Opravy, údržba a související služby pro železnice a jiná zařízení	12190	10704
50221000-0  	Opravy a údržba lokomotiv	12191	12190
50221100-1  	Opravy a údržba rychlostních skříní lokomotiv	12192	12191
50221200-2  	Opravy a údržba převodních skříní lokomotiv	12193	12191
50221300-3  	Opravy a údržba lokomotivních dvojkolí 	12194	12191
